Title1,Title2,DisciplineIdsString
International Journal of Mechanical Engineering and Robotics Research,,202 204 206 208
International Journal of Mechanical Engineering and Technology,,202 204 206 207 208
International Journal of Mechanical Engineering Education,,204 206 208
International Journal of Mechanics,,204 208 601
International Journal of Mechanics and Control,,202 204 207 208
International Journal of Mechatronics and Applied Mechanics,,204 207 208 605
International Journal of Mechatronics and Automation,,202 204 207 208
International Journal of Mechatronics and Manufacturing Systems,,202 204 206 207 208
International Journal of Medical Engineering and Informatics,,203 204 207 208 301 302 304
International Journal of Medical Toxicology and Legal Medicine,,204 301 302 304 404
International Journal of Men's Health,,301 302 304
"International Journal of Metadata, Semantics and Ontologies",,203 204 504 602
International Journal of Metrology and Quality Engineering,,204 206 208 209 503
International Journal of Microbiology,,204 301 302 304 404 604
International Journal of Microsimulation,,202 203 204 208 209 501 603
International Journal of Microstructure and Materials Properties,,204 205 207 208 605 606
International Journal of Microwave and Optical Technology,,202 203 204 207 606
International Journal of Microwave Science and Technology,,202 203 204 205 208 606
International Journal of Mineral Processing,,205 206 209
International Journal of Mining and Mineral Engineering,,206 207 208 209
International Journal of Mobile Learning and Organisation,,203 204 506
International Journal of Mobile Network Design and Innovation,,203 204 506
International Journal of Modelling and Simulation,,202 203 204 206 207 208 209 501
International Journal of Modern Manufacturing Technologies,,202 203 207 208
International Journal of Molecular Imaging,,204 302 304
International Journal of Monetary Economics and Finance,,501
International Journal of MS Care,,204 302 304
International Journal of Multicriteria Decision Making,,203 506 602
International Journal of Nano and Biomaterials,,202 204 205 207 208 209 301 302 304 401 403 605 606
International Journal of Nanomanufacturing,,207 208 605
International Journal of Nanomechanics Science and Technology,,204 207 208 605
International Journal of Nanoparticles,,204 205 206 207 208 401 605 606
International Journal of Navigation and Observation,,203 206 502 601
International Journal of Networking and Virtual Organisations,,203 204 208 506
International Journal of Nuclear Energy Science and Technology,,208 209 606
International Journal of Nursing Education,,304
International Journal of Nursing Education Scholarship,,304
"International Journal of Nutrition, Pharmacology, Neurological Diseases",,204 301 302 304 403
International Journal of One Health,,301 302 304
International Journal of Open Source Software and Processes,,203 602
International Journal of Operational Research,,203 208 506 602
International Journal of Operations and Quantitative Management,,203 208 506
International Journal of Optimization and Control: Theories and Applications,,202 203 208 602 603
International Journal of Organization Theory and Behavior,,304 505 506
International Journal of Organizational Diversity,,106 506 508
International journal of orthodontics,,204 301 302 304
International Journal of Osteoporosis and Metabolic Disorders,,204 301 302 304 604
International Journal of Pavement Research and Technology,,201 204 206 207
International Journal of Pedagogy and Curriculum,,509
International Journal of Pediatrics and Adolescent Medicine,,204 302 304
International Journal of Peptides,,204 301 304 401 402 403 404 604 605
International Journal of Performability Engineering,,203 204 206 208 209 503
International Journal of Performance Arts and Digital Media,,106 107 504
International Journal of Pharma Medicine and Biological Sciences,,204 301 302 304 402 403 604 605
International Journal of Pharmaceutical Compounding,,204 301 304
International Journal of Pharmaceutical Quality Assurance,,301
International Journal of Plant Biology,,301 401 402 604
International Journal of Plant Genomics,,204 301 304 401 402 403 604
International Journal of Plasma Environmental Science and Technology,,202 205 207 209 402 604
International Journal of Play,,103 106 508
International Journal of Play Therapy,,303 304 511
International Journal of Postharvest Technology and Innovation,,402 403
International Journal of Poultry Science,,403 404 405
International Journal of Power and Energy Conversion,,208 209 605
International Journal of Power Electronics,,202 204
International Journal of Power Electronics and Drive Systems,,202 204 209
International Journal of Powertrains,,206 209
International Journal of Private Law,,507 510
International Journal of Probiotics and Prebiotics,,204 301 302 304 403 404 405 604
International Journal of Process Management and Benchmarking,,203 208 506
International Journal of Procurement Management,,506
International Journal of Product Development,,208 506
International Journal of Product Lifecycle Management,,204 206 208 209 506
International Journal of Productivity and Quality Management,,506
International Journal of Prognostics and Health Management,,203 204 206 304
International Journal of Project Organisation and Management,,506
International Journal of Proteomics,,204 301 302 304 401 402 403 404 405 604 605
International Journal of Psychoanalytic Self Psychology,,302 304 511
International Journal of Psychology and Psychological Therapy,,304 511
International Journal of Psychosocial Rehabilitation,,303 304 511
International Journal of Public Law and Policy,,505 507 508 510
International Journal of Public Policy,,501 505 506 508
International Journal of Public Sector Performance Management,,505 506
International Journal of Quality Engineering and Technology,,201 203 204 206 208 209 503 506
International Journal of Radio Frequency Identification Technology and Applications,,202 203 204
International Journal of Reasoning-based Intelligent Systems,,203 204 206 208 602
International Journal of Recycling of Organic Waste in Agriculture,,208 209 402 403 605
International Journal of Regional and Local History,,103
International Journal of Reliability and Safety,,203 204 206 208 503
International Journal of Religion and Spirituality in Society,,106 508 510 701
International Journal of Religious Tourism and Pilgrimage,,106 201 502 506 508 510 701
International Journal of Research in Pharmaceutical Sciences,,301 302
International Journal of Retina and Vitreous,,204 302 304
International Journal of Revenue Management,,506
International Journal of Risk Assessment and Management,,203 206 208 506 508
International Journal of Rural Management,,201 209 402 502 506
International Journal of Safety and Security Engineering,,201 204 206 208 209 402 503
International Journal of School and Educational Psychology,,509 511
"International Journal of Science, Mathematics and Technology Learning",,206 208 209 601 606
International Journal of Security and Networks,,203 204 206 503 602
"International Journal of Sensors, Wireless Communications and Control",,202 203 204 208 209 602
International Journal of Services and Operations Management,,203 207 506
International Journal of Services and Standards,,208 506
International Journal of Services Operations and Informatics,,203 204 503 506 602
"International Journal of Services, Economics and Management",,502 506
"International Journal of Signal Processing, Image Processing and Pattern Recognition",,202 203 204 208 602
International Journal of Simulation and Process Modelling,,202 203 204 206 208 209 501 602
"International Journal of Simulation: Systems, Science and Technology",,202 203 204 205 206 208 209 602
International Journal of Six Sigma and Competitive Advantage,,203 207 208 506
International Journal of Smart Grid and Clean Energy,,202 203 208 209 605
International Journal of Social Ecology and Sustainable Development,,201 209 402 501 502 503 506 508 604
"International Journal of Social Sustainability in Economic, Social and Cultural Context",,201 209 402 502 508
International Journal of Sociotechnology and Knowledge Development,,203 204 503 506 508
International Journal of Space Structures,,201 206
International Journal of Sport Management and Marketing,,303 506
International Journal of Standardization Research,,204 208 506
International Journal of Stochastic Analysis,,202 204 209 603 606
International Journal of Strategic Communication,,503 504
International Journal of Structural Engineering,,201 206 208
International Journal of Supply Chain Management,,203 503 504 506
International Journal of Sustainability Education,,201 509
International Journal of Sustainability Policy and Practice,,201 206 209 402 502 503 505 506 507 508
International Journal of Sustainable Building Technology and Urban Development,,201 206 209
International Journal of Sustainable Built Environment,,201 209 402 502 506 605
International Journal of Sustainable Development,,201 206 209 402 502 506
International Journal of Sustainable Development and Planning,,201 206 208 209 402 502 506
International Journal of Sustainable Economy,,501 502 506
International Journal of Sustainable Energy Planning and Management,,201 208 209 502 506 605
International Journal of Sustainable Society,,201 209 402 502 503 506 508
International Journal of System of Systems Engineering,,202 203 204
International Journal of Systematic Innovation,,204 208 503 506
"International Journal of Systems, Control and Communications",,202 203 204 208 503
International Journal of Technoentrepreneurship,,208 506
"International Journal of Technological Learning, Innovation and Development",,204 208 506
International Journal of Technologies in Learning,,203 208
International Journal of Technology and Globalisation,,209 402 501 503 506
International Journal of Technology Intelligence and Planning,,208 503 506
International Journal of Technology Management and Sustainable Development,,201 206 208 209 402 506
International Journal of Technology Marketing,,204 506
"International Journal of Technology, Policy and Management",,204 206 208 209 506
International Journal of the Analytic Hierachy Process,,506
International Journal of the Book,,103 105 504
International Journal of the Cardiovascular Academy,,204 302 304
International Journal of the Humanities,,103 105 106 107 201 508
International Journal of the Inclusive Museum,,107
International Journal of the Society of Materials Engineering for Resources,,204 206 207 208 209 403 605
International Journal of the Sociology of Language,,104 508
"International Journal of Therapeutic Massage and Bodywork: Research, Education, and Practice",,302 303 304
International Journal of Tourism Anthropology,,106 303 502 506 508
International Journal of Tourism Policy,,303 502 506
International Journal of Trade and Global Markets,,501 506
International Journal of Transpersonal Studies,,106 304 511
International Journal of Trichology,,301 302 304
"International Journal of u- and e- Service, Science and Technology",,203 602
International Journal of Ultra Wideband Communications and Systems,,203 204
International Journal of Urological Nursing,,304
International Journal of Value Chain Management,,204 208 506
International Journal of Vegetable Science,,301 401 402 403
International Journal of Vehicle Autonomous Systems,,202 206 208 503
International Journal of Vehicle Information and Communication Systems,,202 204 206 208
International Journal of Vehicle Noise and Vibration,,202 206 208
International Journal of Vehicle Safety,,202 204 206 208
International Journal of Vehicle Structures and Systems,,202 206 208
International Journal of Vehicle Systems Modelling and Testing,,202 204 206 208
International Journal of Vehicular Technology,,202 206 208
International Journal of Veterinary Science,,404 405
International Journal of Virology,,301 302 304 402 404 604
International Journal of Virtual and Personal Learning Environments,,203 204
International Journal of Visual Design,,106 201
International Journal of Water,,201 205 209 402 607
International Journal of Web Based Communities,,203 504 508 602
International Journal of Web Engineering and Technology,,203 204 602
International Journal of Web Portals,,203 204 602
International Journal of Web-Based Learning and Teaching Technologies,,203 204 602
International Journal of Wine Research,,301 402 403
International Journal of Wireless and Mobile Computing,,202 203 204 602
International Journal of Women's Dermatology,,204 301 302 304
International Journal of Work Innovation,,504 506 508
International Journal of Work Organisation and Emotion,,506
International Journal of Work-Integrated Learning,,508
International Journal of Zoological Research,,401 405 604
International Journal of Zoology,,401 405 604
"International Journal on Advanced Science, Engineering and Information Technology",,203 204 206 208 209 402 403 602
International Journal on Algae,,209 402 604
International Journal on Communications Antenna and Propagation,,202 203 204
International Journal on Disability and Human Development,,106 201 204 301 302 303 304 509 511
"International Journal on E-Learning: Corporate, Government, Healthcare, and Higher Education",,203 204 509
International Journal on Electrical Engineering and Informatics,,202 203 204 206 209
International Journal on Energy Conversion,,208 209 605 606
International Journal on Food System Dynamics,,203 206 301 304 402 403 404 501
International Medical Journal,,204 301 302 304
International Musculoskeletal Medicine,,204 302 304
International Ophthalmology Clinics,,204 302 304
"International Perspectives in Psychology: Research, Practice, Consultation",,304 511
International Polymer Science and Technology,,204 205 207 208 301 401
International Public Health Journal,,301 302 304
International Research Journal of Pharmacy,,301
International Review of Aerospace Engineering,,202 208 503
International Review of Applied Sciences and Engineering,,201 204 205 206 207 208 209 301 402 506 605 606
International Review of Automatic Control,,202 203 204 208 503
International Review of Civil Engineering,,201 206 207 209 503
International Review of Economics,,501 506
International Review of Electrical Engineering,,202 204
"International Review of Law, Computers and Technology",,203 507 602
International Review of Mechanical Engineering,,204 206 208
International Review of Public Administration,,503 505 506
International Review on Modelling and Simulations,,202 203 204 206 208 209 301 501 602 605
International Review on Public and Nonprofit Marketing,,501 506
International Social Science Journal,,304 503 505 506 508
International Studies of Management and Organization,,501 506
International Tinnitus Journal,,204 208 301 302 304
International Trade Journal,,501 506
International Zoo Yearbook,,604
Internationale Kirchliche Zeitschrift,,106 510 701
Internationale Politik,,103 503 505
Internet Archaeology,,101
Internet Interventions,,204 302 304 602
Internet Journal of Gynecology and Obstetrics,,204 302 304
Internet Journal of Infectious Diseases,,301 302 304 604
Internet Journal of Microbiology,,204 301 302 304 404 604
Internet Journal of Neurology,,204 302 304
Internet Reference Services Quarterly,,504
Interni Medicina pro Praxi,,204 302 304
Internistische Praxis,,204 302 304
Interpersona,,106 304 508 511
Interpreters Newsletter,,104
Intervencni a Akutni Kardiologie,,204 302 304
Interventional Cardiology (London),,204 302 304
Interventional Cardiology Clinics,,204 302 304
inTRAlinea,,104 105
Intus-Legere Historia,,103
Invertebrate Zoology,,401 604
Investigacion Operacional,,208 602 603
Investigacion y Educacion en Enfermeria,,304
"Investigaciones Geograficas : Boletin - Instituto de Geografia, Universidad Nacional, Autonoma de Mexico",,206 209 502 607
Investigaciones Historicas,,103
Investigative Genetics,,204 301 302 304 402 403 404 604
Investment Management and Financial Innovations,,501 506
Iowa medicine : journal of the Iowa Medical Society,,204 301 304
IPPR Progressive Review,,304 501 503 505 508
IPSJ Transactions on Bioinformatics,,203 204 301 304 402 403 602 604 605
IPSJ Transactions on Computer Vision and Applications,,202 203 204 602
IPSJ Transactions on System LSI Design Methodology,,202 203 602
Iran Occupational Health,,301 302 304
Iranian Biomedical Journal,,204 301 302 304 604
Iranian Economic Review,,501 506
Iranian Endodontic Journal,,302
Salmand-Iranian Journal of Ageing,Iranian Journal of Ageing,204 301 302 304 508 604
Iranian Journal of Blood and Cancer,,204 301 302 304 604
Iranian Journal of Dermatology,,301 302 304
Iranian Journal of Electrical and Electronic Engineering,,204
Iranian Journal of Endocrinology and Metabolism,,204 302 304 405 604
Iranian Journal of Epidemiology,,204 302 304
Iranian Journal of Ichthyology,,405
Iranian Journal of Information Processing Management,,203 204 506 602
Iranian Journal of Medical Physics,,204 302 304 606
Iranian Journal of Microbiology,Iranian Journal of Microbiology,204 301 302 304 404 604
"Iranian Journal of Obstetrics, Gynecology and Infertility",,204 302 304
Iranian Journal of Otorhinolaryngology,,302 304
Iranian Journal of Pathology,,302 304
Iranian Journal of Pharmaceutical Sciences,,204 207 301 302 402
Iranian Journal of Physics Research,,601 606
Iranian Journal of Plant Physiology,,204 304 402 604
Iranian Journal of Psychiatry,,301 302 304
Iranian Journal of Radiation Research,,204 302 304
Iranian Rehabilitation Journal,,204 302 304
Iraqi Journal of Veterinary Sciences,,404 405
IRB,,102 301 304 508
IRBM News,,202 204 207 208 301 302 604
Irish Geography,,206 502 607
Irish Journal of Earth Sciences,,206 209 607
Irish Journal of Psychological Medicine,,204 302 304 511
Irish Medical Journal,,204 301 302 304
Irish Studies in International Affairs,,103 501 502 503 505
Irish Sword,,103
Iron and Steel Technology,,206 207 208 605
IRRIGA,,209 402 607
IRYO - Japanese Journal of National Medical Services,,204 301 302 304
ISACA Journal,,203 204 208 503
ISH Journal of Hydraulic Engineering,,206 208 209 607
Islamic Quarterly,,106 508
Israel Economic Review,,501 506
Issue brief (Commonwealth Fund),,304
Issue brief (Health Policy Tracking Service),,301 302 304
Issue brief (Massachusetts Health Policy Forum),,204 301 302 304
Issues and Studies,,503 505
Issues in Legal Scholarship,,507
Issues in Science and Technology Librarianship,,206 209 504 506
Istanbul Universitesi Veteriner Fakultesi Dergisi,,404 405
ISVS E-journal,,106 201
Italian Botanist,,301 402 604
Italian Journal of Anatomy and Embryology,,301 302 304 604
Italian Journal of Gynaecology and Obstetrics,,204 302 304
Italian Journal of Sociology of Education,,304 502 506 508
Italian Sociological Review,,304 508
Italienisch,,104 105
ITU News,,203 204
IUCN/SCC Otter Specialist Group Bulletin,,403 604
IUP Journal of English Studies,,104 105
Ius Canonicum,,106 507 510
Ius et Praxis,,507 510
IWMI Research Report,,206 402
IZA Journal of Development and Migration,,106 201 304 501 502 505 506
IZA Journal of European Labor Studies,,501 506
IZA Journal of Labor Economics,,501 506
Izvestiia Akademii nauk. Seriia biologicheskaia / Rossiiskaia akademiia nauk,,204 301 302 304
"Izvestiya Akademii Nauk, Seriya Geograficheskaya",,206 502 607
Izvestiya Vysshikh Uchebnykh Zavedenij. Chernaya Metallurgiya,,207 208
Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika,,208 603 606
"Izvestiya Wysshikh Uchebnykh Zawedeniy, Yadernaya Energetika",,208
JAAD Case Reports,,302 304
JACC: Basic to Translational Science,,204 301 302 304
JACC: Clinical Electrophysiology,,204 302 304
Jahr,,204 301 302 304 508
Jahrbuch für Wirtschaftsgeschichte,,103
JALT CALL Journal,,104
Janus.net,,505 507
Japan Journal of Food Engineering,,207 301 402 403
Japan Journal of Logopedics and Phoniatrics,,204 302 304
Japan Medical Association Journal,,204 301 302 304 404
Japanese Journal of Alcohol Studies and Drug Dependence,,204 301 302 304
Japanese Journal of Allergology,,301 302 304
Japanese Journal of Anesthesiology,,204 301 302 304
Japanese Journal of Bacteriology,,204 301 302 304
Japanese Journal of Cancer and Chemotherapy,,204 301 302 304 404 604
Japanese Journal of Chemotherapy,,301 302 304 404
Japanese Journal of Chest Diseases,,204 302 304
Japanese Journal of Clinical Chemistry,,204 301 304
Japanese Journal of Clinical Ophthalmology,,204 302 304
Japanese Journal of Clinical Pharmacology and Therapeutics,,301 302 304 404
Japanese Journal of Clinical Radiology,,204 302 304
Japanese Journal of Clinical Urology,,204 302 304
Japanese Journal of Conservation Ecology,,201 209 401 402 604
Japanese Journal of Crop Science,,301 304 402 403 604
Japanese Journal of Ecology,,201 209 401 402 403 604
Japanese Journal of Educational Psychology,,509 511
Japanese Journal of Environmental Infections,,204 302 304
Japanese Journal of Gastroenterological Surgery,,204 302 304
Japanese Journal of Gastroenterology,,204 302 304
Japanese Journal of Geriatrics,,301 302 304
Japanese Journal of Head and Neck Cancer,,204 301 302 304
Japanese Journal of Human Geography,,106 201 502
Japanese Journal of Hygiene,,204 301 302 304
Japanese Journal of Legal Medicine,,204 301 302 304
Japanese Journal of Leprosy,,204 302 304
Japanese Journal of Limnnology,,209 402 604 607
Japanese Journal of Lung Cancer,,204 302 304 604
Japanese Journal of Nephrology,,204 302 304
Japanese Journal of Neuropsychopharmacology,,301 302 304
Japanese Journal of Neurosurgery,,204 302 304
Japanese Journal of Physical Fitness and Sports Medicine,,204 302 303 304
Japanese Journal of Plastic and Reconstructive Surgery,,204 302 304
Japanese Journal of Southeast Asian Studies,,103 502 503 505 506 508
Japanese Journal of Thoracic Surgery,,204 302 304
Japanese Journal of Urology,,204 302 304
Japanese Magazine of Mineralogical and Petrological Sciences,,209 607
Japanese Pharmacology and Therapeutics,,301 302 304 404
Japanese Railway Engineering,,206 208
JAVA - Journal of the Association for Vascular Access,,204 301 302 304
Jazykovedny Casopis,,104
Jazz Perspectives,,106 107
JBI Database of Systematic Reviews and Implementation Reports,,204 301 302 304
JBIS. Journal of the British Interplanetary Society,,601
JBJS Case Connector,,204 302 304
JCRS Online Case Reports,,204 302 304
JDR Clinical and Translational Research,,204 301 302
Jeoloji Muhendisligi Dergisi,,206 402
Jewish Culture and History,,103 105 106
Jezik in Slovstvo,,104 105
Jezikoslovni Zapiski,,104 105
Jezyk Polski,,104
JFE Technical Report,,206 207 208 605
Jiangsu Daxue Xuebao (Ziran Kexue Ban) / Journal of Jiangsu University (Natural Science Edition),,204 206 208
Jianzhu Cailiao Xuebao/Journal of Building Materials,,201 206 207 209
Jianzhu Jiegou Xuebao/Journal of Building Structures,,201 206 209
Jiaotong Yunshu Xitong Gongcheng Yu Xinxi/ Journal of Transportation Systems Engineering and Information Technology,,201 202 204 206 208 502 503
Jiefangjun Ligong Daxue Xuebao/Journal of PLA University of Science and Technology (Natural Science Edition),,204 206 208
Jiliang Xuebao/Acta Metrologica Sinica,,202 204 208 601 606
Jilin Daxue Xuebao (Diqiu Kexue Ban)/Journal of Jilin University (Earth Science Edition),,206 607
Jilin Daxue Xuebao (Gongxueban)/Journal of Jilin University (Engineering and Technology Edition),,201 204 206 207 208 302 304 402 503 507
Jingangshi yu Moliao Moju Gongcheng/Diamond and Abrasives Engineering,,204 206 207 208 605
Jingxi Huagong/Fine Chemicals,,204 301
Jinshu Rechuli/Heat Treatment of Metals,,204 206 207 208
Jiqiren/Robot,,202 203 204 206 208
Jisuan Lixue Xuebao/Chinese Journal of Computational Mechanics,,202 204 207 208
Jisuan Wuli/Chinese Journal of Computational Physics,,202 204 209 601 606
Jisuanji Fuzhu Sheji Yu Tuxingxue Xuebao/Journal of Computer-Aided Design and Computer Graphics,,202 203 208 602
"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",,203 204 207 208
Jisuanji Xuebao/Chinese Journal of Computers,,202 203 602
Jisuanji Yanjiu yu Fazhan/Computer Research and Development,,202 203 602
Jixie Gongcheng Xuebao/Chinese Journal of Mechanical Engineering,,203 204 206 208
Jixie Qiandu/Journal of Mechanical Strength,,204 206 207 208
JK Practitioner,,204 302 304
JK Science,,204 302 304
JMM Case Reports,,204 301 302 304 604
JMS - Journal of Medical Society,,204 301 302 304 404
JMV-Journal de Medecine Vasculaire,,204 302 304
Joannea - Geologie und Palaontologie,,206 604 607
Joint Commission perspectives. Joint Commission on Accreditation of Healthcare Organizations,,204 301 302 304
Joint Commission: The Source,,304
Joints,,204 302 304
Jordan Journal of Biological Sciences,,204 301 302 304 402 404 604
Jordan Journal of Pharmaceutical Sciences,,301 302
Jordan Medical Journal,,204 301 302 304
Jornal brasileiro de nefrologia : orgão oficial de Sociedades Brasileira e Latino-Americana de Nefrologia,,204 301 302 304
Jornal Brasileiro de Patologia e Medicina Laboratorial,,204 301 302 304
Jornal Brasileiro de Psiquiatria,,302 304
Jornal Vascular Brasileiro,,204 302 304
Journal - Oklahoma Dental Association,,204 302 304
Journal - Oklahoma State Medical Association,,204 301 302 304
Journal and Proceedings - Royal Society of New South Wales,,102 103 204 206 207 208 209 301 302 304 402 403 502 507 601 604 605 606 607
Journal de Chirurgie Viscerale,,204 302 304
Journal de l Ecole Polytechnique-Mathematiques,Journal de l'Ecole Polytechnique - Mathematiques,603
Journal de Medecine Legale Droit Medical,,302 304
Journal de Pediatrie et de Puericulture,,302 304
Journal de Pharmacie Clinique,,301 302 304
Journal de Readaptation Medicale,,204 302 304
Journal de Therapie Comportementale et Cognitive,,302 304 511
Journal de Traumatologie du Sport,,204 302 303 304
Journal des Anti-Infectieux,,301 302 304 604
Journal des Economistes et des Etudes Humaines,,304 501 503 506 508
Journal des Professionnels de l'Enfance,,302 304
Journal Europeen des Systemes Automatises,,202 203 204 207 208 602
Journal Europeen des Urgences et de Reanimation,,204 302 304
Journal for Advancement of Marketing Education,,506
Journal for Global Business Advancement,,506
Journal for Maritime Research,,103 206 208 502 503
Journal for Social Action in Counseling and Psychology,,511
Journal for Studies in Economics and Econometrics,,501
Journal for the Education of Gifted Young Scientists,,509
Journal for the Liberal Arts and Sciences,,103 105 106 107 304 505 508
Journal for the Study of Radicalism,,103 505 508
Journal for Vascular Ultrasound,,204 302 304
"Journal for Weavers, Spinners and Dyers",,207
Journal fuer Gastroenterologische und Hepatologische Erkrankungen,,204 302 304
Journal für Anasthesie und Intensivbehandlung,,204 302 304
Journal für Entwicklungspolitik,,502 508
Journal für Ernahrungsmedizin,,204 301 302 304 403
Journal für Gynakologische Endokrinologie,,204 302 304 604
Journal fur Kulturpflanzen,,209 402
"Journal für Neurologie, Neurochirurgie und Psychiatrie",,204 302 304
Journal fur Pharmakologie und Therapie,,301 302 304
Journal für Reproduktionsmedizin und Endokrinologie,,204 302 304 405
Journal für Urologie und Urogynakologie,,204 302 304
"Journal Globalization, Competitiveness and Governability",,304 501 502 506 508
Journal International des Sciences de la Vigne et du Vin,,402 403
Journal International Medical Sciences Academy,,204 301 302 304
Journal Medical Libanais,,204 301 302 304
Journal of Access Services,,504
Journal of Accessibility and Design for All,,201 206 208 209
Journal of Accounting Education,,506
"Journal of Accounting, Ethics and Public Policy",,503 505 506
Journal of Achievements in Materials and Manufacturing Engineering,,202 204 207 208 605
Journal of Adult and Continuing Education,Journal of Adult and Continuing Education,509
Journal of Advanced Manufacturing Technology,,202 204 206 207 208 506
Journal of Advanced Oxidation Technologies,,205 209 301 605
Journal of Advanced Pharmacy Education and Research,,201 301 302
Journal of Advanced Research in Dynamical and Control Systems,,203 204 206 208 209 602
Journal of Advanced Research in Fluid Mechanics and Thermal Sciences,,205 207 208 209 605
Journal of Advanced Research in Law and Economics,,501 507
Journal of Advanced Veterinary and Animal Research,,404 405
Journal of Advanced Zoology,,404 405 604
Journal of Advances in Information Fusion,,202 203 204 602
Journal of African American Studies,,105 106 304 508
Journal of African Diaspora Archaeology and Heritage,,101 103 106 201
Journal of Aging Research,,301 302 303 304
Journal of Agricultural and Food Industrial Organization,,402 403 501 506
Journal of Agricultural and Urban Entomology,,401 402 604
Journal of Agriculture and Rural Development in the Tropics and Subtropics,,201 206 402 502
Journal of Agriculture of the University of Puerto Rico,,402
Journal of Agro-Environment Science,,201 209 402 403 605
Journal of Agronomy,,402
Journal of AHIMA / American Health Information Management Association,,204 301 302 304
Journal of Alcohol and Drug Education,,301 302 304 509
Journal of Algebra and Applied Mathematics,,202 203 602 603
Journal of Allergy,,301 302 304
Journal of Allied Health,,302 304
Journal of Amino Acids,,204 301 302 304 402 403 404 604 605
Journal of Analysis and Applications,,203 603
Journal of Anesthesia History,,103 204 302 304
Journal of Applied and Industrial Mathematics,,202 203 207 208 603
Journal of Applied Aquaculture,,209 405 604
Journal of Applied Biological Chemistry,,204 205 207 301 402 403 605
Journal of Applied Biological Sciences,,204 301 302 304 402 403 404 405 604 605
Journal of Applied Biotechnology Reports,,204 205 301 304 402 403 404 405 604
Journal of Applied Business Research,,506
Journal of Applied Cosmetology,,204 301 304
Journal of Applied Economic Sciences,,501 506
Journal of Applied Engineering Science/Istrazivanja i Projektovanja za Privredu,,201 204 206 208 209 503 605
Journal of Applied Horticulture,Journal of Applied Horticulture,304 402 403 604
Journal of Applied Logic,,102 203 602 603
Journal of Applied Mathematics,,203 208 603
Journal of Applied Measurement,,204 206 208 209 301 302 304
Journal of Applied Non-Classical Logics,,102 203 602 603
Journal of Applied Nonlinear Dynamics,,202 204 206 208
Journal of Applied Optics,,202 204 606
Journal of Applied Pharmaceutical Science,,204 301 302 304
Journal of Applied Pharmacy,,301 302 304
Journal of Applied Probability and Statistics,,203 208 304 501 603
Journal of Applied Research and Technology,,203 204 206 208
Journal of Applied Research on Children,,508
Journal of Applied Social Science,,304 503 505 506 508
Journal of Applied Statistical Science,,203 501 508 603
Journal of Applied Volcanology,,607
Journal of Architecture and Planning,,201 502
Journal of Archival Organization,,504
Journal of Arthroscopy and Joint Surgery,,204 302 304 404
Journal of Artificial Intelligence,,202 203 204 602
Journal of Asia-Pacific Biodiversity,Journal of Asia-Pacific Biodiversity,301 402 604
Journal of Asia-Pacific Business,,506
Journal of Assessment and Institutional Effectiveness,,508 509
Journal of Atrial Fibrillation,,204 302 304
Journal of Automation and Information Sciences,,202 203 204 503 506 602
"Journal of Automation, Mobile Robotics and Intelligent Systems",,202 203 204 208 209 503 602
"Journal of Ayub Medical College, Abbottabad : JAMC",,204 302 304
Journal of Babol University of Medical Sciences,,204 302 304
Journal of Bacteriology and Virology,,204 301 302 304 402 604
Journal of Basic and Clinical Physiology and Pharmacology,,204 301 302 304 604
Journal of Beijing Institute of Clothing Technology (Natural Science Edition),,204 207 208
Journal of Beijing Institute of Technology (English Edition),,204 206 208
Journal of Big Data,,203 204 503 506 602
Journal of Binocular Vision and Ocular Motility,,204 302 304
Journal of Bio- and Tribo-Corrosion,,204 206 207 208 605
Journal of Bioeconomics,,501 506
Journal of Biological Macromolecules,,204 207 301 302 304 403 604 605
Journal of Biological Sciences,,204 301 302 304 402 604
Journal of Biomarkers,,204 301 302 304 604
Journal of Biomechanical Science and Engineering,,202 204 207 208 301 303
Journal of Biomedical Physics and Engineering,,204 207 208 209 301 302 304 402 403 605 606
Journal of Biomolecular Screening,,204 301 302 304 402 403 604 605
Journal of Biomolecular Techniques,,204 301 302 304 402 403 604
Journal of Bionanoscience,,202 204 205 207 301 304 402 403 604 605
Journal of Biopesticides,,301 402 604
Journal of Biophysics,,204 205 207 301 302 604 606
Journal of Biorheology,,204 205 206 207 208 605
Journal of Biotech Research,,204 205 208 301 302 304 402 403 604 605
Journal of Botany,,301 402 604
Journal of Brain Science,,203 204 301 302 304 604
Journal of Buddhist Ethics,,102 106
Journal of Burma Studies,,106
Journal of Business and Entrepreneurship,,506
Journal of Business and Retail Management Research,,506
Journal of Business Continuity & Emergency Planning,,204 302 304
Journal of Business Cycle Research,,501 506
Journal of Business Strategy,,504 506
Journal of Business Valuation and Economic Loss Analysis,,501 506
Journal of Business Venturing Insights,,506
Journal of Camelid Science,,604
Journal of Carcinogenesis,,204 301 302 304 403 404 604 605
Journal of Cardiology Cases,,204 302 304 404
Journal of Cardiovascular Disease Research,,204 302 304 404
Journal of Cardiovascular Imaging,,204 302 304 404
Journal of Cell Death,,204 301 302 304 403 404 604 605
Journal of Cellular Immunotherapy,,301 302 304 404
Journal of Cellular Neuroscience and Oxidative Stress,,204 301 302 303 304 402 403 404 604 605
