Title1,Title2,Humanities,Tech,Medical,Farm,Social,Science,Religion,Arts
Journal of Business and Entrepreneurship,,0,0,0,0,1,0,0,0
Journal of Business and Retail Management Research,,0,0,0,0,1,0,0,0
Journal of Business Continuity & Emergency Planning,,0,1,2,0,0,0,0,0
Journal of Business Cycle Research,,0,0,0,0,2,0,0,0
Journal of Business Strategy,,0,0,0,0,2,0,0,0
Journal of Business Valuation and Economic Loss Analysis,,0,0,0,0,2,0,0,0
Journal of Business Venturing Insights,,0,0,0,0,1,0,0,0
Journal of Camelid Science,,0,0,0,0,0,1,0,0
Journal of Carcinogenesis,,0,1,3,2,0,2,0,0
Journal of Cardiology Cases,,0,1,2,1,0,0,0,0
Journal of Cardiovascular Disease Research,,0,1,2,1,0,0,0,0
Journal of Cardiovascular Imaging,,0,1,2,1,0,0,0,0
Journal of Cell Death,,0,1,3,2,0,2,0,0
Journal of Cellular Immunotherapy,,0,0,3,1,0,0,0,0
Journal of Cellular Neuroscience and Oxidative Stress,,0,1,4,3,0,2,0,0
Journal of Celtic Linguistics,,1,0,0,0,0,0,0,0
Journal of Central Banking Theory and Practice,Journal of Central Banking Theory and Practice,0,0,0,0,2,0,0,0
Journal of Central South University (Medical Sciences),,0,1,3,0,0,0,0,0
Journal of Chemical Technology and Metallurgy,,0,4,1,0,0,1,0,0
Journal of Chengdu University of Technology (Science and Technology Edition),,0,1,0,0,0,1,0,0
Journal of Child and Adolescent Trauma,,0,1,2,0,0,0,0,0
Journal of Children and Poverty,,0,0,1,0,3,0,0,0
Journal of China Pharmaceutical University,,0,0,2,0,0,0,0,0
Journal of China Universities of Posts and Telecommunications,,0,3,0,0,0,1,0,0
Journal of Chinese Institute of Food Science and Technology,,0,1,1,2,0,0,0,0
Journal of Chinese Mass Spectrometry Society,,0,2,0,0,0,1,0,0
Journal of Chinese Medicine,,0,1,2,0,0,0,0,0
Journal of Chinese Military History,,2,0,0,0,1,0,0,0
Journal of Chinese Pharmaceutical Sciences,,0,0,1,0,0,0,0,0
Journal of Chinese Religions,,1,0,0,0,0,0,0,0
Journal of Chinese Soil and Water Conservation,,0,1,0,1,0,0,0,0
Journal of Chiropractic Humanities,,0,0,1,0,0,0,0,0
Journal of Circadian Rhythms,,0,1,4,1,0,1,0,0
Journal of Circulating Biomarkers,,0,1,3,1,0,1,0,0
Journal of Classroom Interaction,,0,0,0,0,2,0,0,0
Journal of Clinical and Aesthetic Dermatology,,0,1,3,0,0,0,0,0
Journal of Clinical and Experimental Dentistry,,0,0,1,0,0,0,0,0
Journal of Clinical and Translational Endocrinology: Case Reports,,0,1,2,0,0,0,0,0
Journal of Clinical Dentistry,,0,0,1,0,0,0,0,0
Journal of Clinical Dermatology,,0,0,3,0,0,0,0,0
Journal of Clinical Ethics,,1,1,3,0,0,0,0,0
Journal of Clinical Neuromuscular Disease,,0,1,3,1,0,0,0,0
Journal of clinical orthodontics : JCO,,0,1,3,0,0,0,0,0
Journal of Clinical Orthopaedics and Trauma,,0,1,2,1,0,0,0,0
Journal of Clinical Outcomes Management,,0,1,3,1,0,0,0,0
Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,,0,1,3,0,0,0,0,0
Journal of Coatings Technology Research,,0,4,0,1,0,1,0,0
Journal of College Reading and Learning,,1,0,0,0,0,0,0,0
Journal of Coloproctology,,0,1,2,0,0,0,0,0
Journal of Combinatorial Mathematics and Combinatorial Computing,,0,1,0,0,0,2,0,0
Journal of Commercial Biotechnology,,0,1,2,3,1,1,0,0
Journal of Commonwealth and Postcolonial Studies,,3,0,0,0,1,0,0,0
Journal of Communicable Diseases,,0,0,2,0,0,1,0,0
Journal of Communication in Healthcare,,0,1,2,0,1,0,0,0
Journal of Communications,,0,3,0,0,0,0,0,0
Journal of Communications Software and Systems,,0,3,0,0,0,1,0,0
Journal of Community Archaeology and Heritage,,1,1,0,0,0,0,0,0
Journal of Community Eye Health,,0,1,2,0,0,0,0,0
Journal of Community Nursing,,0,0,1,0,0,0,0,0
Journal of Comparative Asian Development,,0,0,0,0,3,0,0,0
Journal of Comparative Social Work,,0,0,1,0,2,0,0,0
Journal of Complementary and Integrative Medicine,,0,1,2,0,0,0,0,0
Journal of Comprehensive Pediatrics,,0,0,2,0,0,0,0,0
Journal of Computational Analysis and Applications,,0,3,0,0,0,2,0,0
Journal of Computational and Applied Research in Mechanical Engineering,,0,5,0,0,0,0,0,0
Journal of Computational and Theoretical Nanoscience,,0,5,1,2,0,3,0,0
Journal of Computational Dynamics,,0,4,0,0,0,2,0,0
Journal of Computational Multiphase Flows,,0,6,0,0,0,2,0,0
Journal of Computer Science,,0,2,0,0,0,1,0,0
Journal of Computers (Taiwan),,0,2,0,0,0,1,0,0
Journal of Computing and Information Technology,,0,2,0,0,0,1,0,0
Journal of Computing Science and Engineering,,0,5,0,0,0,1,0,0
Journal of Conservative Dentistry,,0,0,1,0,0,0,0,0
Journal of Contemporary Dental Practice,,0,0,1,0,0,0,0,0
"Journal of Content, Community and Communication",,0,0,0,0,1,0,0,0
Journal of Coptic Studies,,3,0,0,0,0,0,1,0
Journal of Corrosion Science and Engineering,,0,4,0,0,0,1,0,0
Journal of Criminal Justice and Popular Culture,,0,0,0,0,1,0,0,0
Journal of Crop Improvement,Journal of Crop Improvement,0,0,2,2,0,1,0,0
Journal of Crop Protection,,0,0,1,1,0,1,0,0
Journal of Crop Science and Biotechnology,,0,0,2,2,0,1,0,0
Journal of cultural diversity,,0,0,1,0,0,0,0,0
Journal of Current Chinese Affairs,,0,0,0,0,2,0,0,0
Journal of Current Glaucoma Practice,,0,1,2,0,0,0,0,0
Journal of Current Issues and Research in Advertising,,0,0,0,0,1,0,0,0
Journal of Current Southeast Asian Affairs,,0,0,0,0,2,0,0,0
Journal of Curriculum and Pedagogy,,0,0,0,0,1,0,0,0
Journal of Cutaneous and Aesthetic Surgery,,0,1,2,0,0,0,0,0
Journal of Cyber Security and Mobility,,0,1,0,0,1,1,0,0
Journal of Cyber Therapy and Rehabilitation,,0,2,2,0,1,1,0,0
Journal of dance medicine & science : official publication of the International Association for Dance Medicine & Science,,0,1,1,0,0,0,0,0
Journal of Datta Meghe Institute of Medical Sciences University,,0,1,2,0,0,0,0,0
Journal of Daylighting,,0,2,0,0,0,0,0,0
Journal of dental hygiene : JDH / American Dental Hygienists' Association,,0,1,2,0,0,0,0,0
"Journal of Dental Research, Dental Clinics, Dental Prospects",,0,0,1,0,0,0,0,0
Journal of Design,,1,0,0,0,0,0,0,0
Journal of Design and Built Environment,,0,3,0,1,1,0,0,0
Journal of Design Research,,0,4,0,0,0,0,0,0
Journal of Diabetes Nursing,,0,0,2,0,0,0,0,0
Journal of diabetes science and technology,,0,2,3,1,0,2,0,0
Journal of Dietary Supplements,,0,0,3,3,0,0,0,0
"Journal of Direct, Data and Digital Marketing Practice",,0,0,0,0,1,0,0,0
Journal of Disability and Religion,,1,0,3,0,2,0,0,0
Journal of Distribution Science,,0,0,0,0,2,0,0,0
Journal of Divorce and Remarriage,,1,0,1,0,4,0,0,0
Journal of Dong Hua University (English Edition),,0,3,0,0,0,0,0,0
Journal of Drug and Alcohol Research,,0,0,3,0,0,0,0,0
Journal of Drug Policy Analysis,,0,0,3,0,2,0,0,0
Journal of Dynamic Behavior of Materials,,0,3,0,0,0,2,0,0
Journal of Dynamics and Control,,0,3,0,0,1,2,0,0
Journal of Eastern European and Central Asian Research,,1,0,0,0,2,0,0,0
Journal of Ecology and Environment,,0,3,1,2,0,1,0,0
Journal of Ecology and Rural Environment,,0,1,1,2,2,0,0,0
Journal of Economic and Social Measurement,,0,0,1,0,3,0,0,0
Journal of Economic Asymmetries,,0,0,0,0,1,0,0,0
Journal of Economic Cooperation and Development,,0,0,0,0,3,0,0,0
Journal of Economic Development,,0,0,0,0,1,0,0,0
Journal of Economic Structures,,0,0,1,0,1,0,0,0
Journal of Economic Theory and Econometrics,,0,0,0,0,1,0,0,0
Journal of Economics and Finance,,0,0,0,0,2,0,0,0
"Journal of Economics, Finance and Administrative Science",,0,0,0,0,2,0,0,0
Journal of Ecotourism,,0,1,0,0,2,0,0,0
Journal of Education for Library and Information Science,,0,0,0,0,2,0,0,0
Journal of Educational Media and Library Science,,1,0,0,0,2,0,0,0
"Journal of Educational Media, Memory, and Society",,1,0,0,0,1,0,0,0
Journal of Educational Multimedia and Hypermedia,,0,2,0,0,0,0,0,0
"Journal of Educational, Cultural and Psychological Studies",,0,0,0,0,2,0,0,0
Journal of Educators Online,,0,0,0,0,1,0,0,0
Journal of Electrical and Electronics Engineering,,0,2,0,0,0,0,0,0
Journal of Electrical Bioimpedance,,0,3,2,0,0,2,0,0
Journal of Electronic Publishing,,0,1,0,0,0,1,0,0
Journal of Electronic Resources in Medical Libraries,,0,0,2,0,1,0,0,0
Journal of Electronic Resources Librarianship,,0,0,0,0,1,0,0,0
Journal of Electronic Science and Technology,,0,2,0,0,0,1,0,0
Journal of Emergency Management,,0,3,3,0,2,0,0,0
Journal of emergency medical services : JEMS,,0,1,3,0,0,0,0,0
"Journal of Emergency Medicine, Trauma and Acute Care",,0,1,2,0,0,0,0,0
Journal of Empirical Generalisations in Marketing Science,,0,0,0,0,1,0,0,0
Journal of Endometriosis,,0,1,2,0,0,0,0,0
Journal of Engineering and Applied Science,,0,4,0,0,0,0,0,0
Journal of Engineering and Applied Sciences,,0,5,0,0,0,0,0,0
Journal of Engineering Research,,0,4,0,0,0,0,0,0
Journal of Engineering Science and Technology Review,,0,6,0,0,0,0,0,0
Journal of English Studies,,3,0,0,0,0,0,0,0
Journal of Enterprise Transformation,,0,2,0,0,2,0,0,0
Journal of Entomological and Acarological Research,,0,0,0,2,0,1,0,0
Journal of Entomological Research,,0,0,0,2,0,1,0,0
Journal of Entomology,,0,0,0,2,0,1,0,0
Journal of Entrepreneurship Education,,0,0,0,0,1,0,0,0
Journal of Environmental Assessment Policy and Management,,0,2,0,1,2,0,0,0
Journal of Environmental Engineering (Japan),,0,2,0,2,0,0,0,0
Journal of Environmental Law and Litigation,,0,0,0,1,2,0,0,0
Journal of Environmental Management and Tourism,,0,1,2,2,2,1,0,0
Journal of Environmental Science and Engineering,,0,4,2,2,0,2,0,0
Journal of Environmental Science and Technology,,0,2,0,1,0,2,0,0
Journal of Environmental Studies,,0,3,0,2,0,2,0,0
Journal of Environmental Studies and Sciences,,0,3,0,1,1,2,0,0
Journal of Equine Science,,0,0,0,2,0,0,0,0
Journal of Ethnic Foods,,1,0,0,2,1,0,0,0
Journal of Ethnology and Folkloristics,,1,0,0,0,1,0,0,0
Journal of Eurasian Studies,,2,0,0,0,2,0,0,0
Journal of European Integration History,,1,0,0,0,3,0,0,0
Journal of Evidence-Based Medicine,,0,1,3,0,0,0,0,0
Journal of Evolutionary Psychology,,0,0,0,0,1,1,0,0
Journal of Excipients and Food Chemicals,,0,0,1,2,0,0,0,0
Journal of Exercise Physiology Online,,0,1,2,1,0,0,0,0
Journal of Experimental Algorithmics,,0,1,0,0,0,1,0,0
Journal of Experimental and Clinical Medicine (Turkey),,0,1,3,1,0,1,0,0
Journal of Experimental and Integrative Medicine,,0,1,2,0,0,0,0,0
Journal of Experimental Pharmacology,,0,1,3,1,0,1,0,0
Journal of Experimental Political Science,,0,0,0,0,2,0,0,0
Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,,0,1,2,1,0,1,0,0
Journal of Extra-Corporeal Technology,,0,1,2,0,0,0,0,0
Journal of Facade Design and Engineering,,0,2,0,0,0,0,0,0
Journal of Family and Reproductive Health,,0,1,2,0,0,1,0,0
Journal of family health,,0,1,3,0,0,0,0,0
Journal of Financial Crime,,0,0,0,0,2,0,0,0
Journal of Financial Therapy,,0,0,2,0,1,0,0,0
Journal of Fisheries of China,,0,0,0,1,0,1,0,0
Journal of Fishery Sciences of China,,0,0,0,1,0,1,0,0
Journal of Fixed Income,,0,0,0,0,2,0,0,0
Journal of Flow Visualization and Image Processing,,0,4,0,0,0,1,0,0
Journal of Food Quality and Hazards Control,,0,0,1,4,0,0,0,0
Journal of Food Science and Biotechnology,,0,1,2,4,0,2,0,0
Journal of Foodservice Business Research,,0,0,0,1,1,0,0,0
Journal of Forensic Identification,,0,0,2,0,1,0,0,0
Journal of Forensic Odonto-Stomatology,,0,0,2,0,0,0,0,0
Journal of Forest Science,,0,1,0,2,0,0,0,0
Journal of Fuel Chemistry and Technology,,0,2,0,0,0,1,0,0
Journal of Gang Research,,1,1,1,0,3,0,0,0
Journal of Gastroenterology and Hepatology Research,,0,1,2,0,0,0,0,0
Journal of Genetic Engineering and Biotechnology,,0,1,3,2,0,1,0,0
Journal of Genomics,,0,1,3,4,0,2,0,0
Journal of GeoEngineering,,0,2,0,0,0,0,0,0
Journal of Geomatics,,0,1,0,0,0,2,0,0
Journal of Geophysical Research,,0,2,0,1,1,4,0,0
Journal of Geoscience Education,,0,2,0,0,1,1,0,0
Journal of Geosciences,,0,2,0,0,0,1,0,0
Journal of Global Drug Policy and Practice,,0,0,3,0,0,0,0,0
Journal of Global Ethics,,1,0,0,0,0,0,0,0
Journal of Global Marketing,,0,0,0,0,1,0,0,0
Journal of global oncology,,0,1,3,1,0,1,0,0
Journal of Global Pharma Technology,,0,0,2,0,0,0,0,0
Journal of Global South Studies,,1,0,0,0,4,0,0,0
Journal of Global Trends in Pharmaceutical Sciences,,0,1,3,1,0,1,0,0
Journal of Globalization and Development,,0,1,0,0,3,0,0,0
Journal of graduate medical education,,0,1,3,0,0,0,0,0
Journal of Graph Algorithms and Applications,,0,2,0,0,0,2,0,0
Journal of Graphic Novels and Comics,,3,0,0,0,0,0,0,0
Journal of Green Engineering,,0,3,0,1,0,0,0,0
Journal of Hacettepe Faculty of Dentistry,,0,0,1,0,0,0,0,0
Journal of Harbin Institute of Technology (New Series),,0,4,0,0,0,0,0,0
Journal of Health and Human Services Administration,,0,1,3,0,0,0,0,0
Journal of Health and Pollution,,0,1,3,1,0,3,0,0
Journal of Health Care Finance,,0,0,2,0,0,0,0,0
"Journal of Health, Safety and Environment",,0,0,3,0,0,0,0,0
Journal of healthcare protection management : publication of the International Association for Hospital Security,,0,1,2,0,0,0,0,0
Journal of Healthcare Quality Research,,0,0,2,0,0,0,0,0
Journal of healthcare risk management : the journal of the American Society for Healthcare Risk Management,,0,1,3,0,0,0,0,0
Journal of HerbMed Pharmacology,,0,0,1,0,0,0,0,0
"Journal of Herbs, Spices and Medicinal Plants",,0,0,3,1,0,1,0,0
Journal of High Technology Management Research,,0,3,0,0,2,0,0,0
Journal of Higher Education Outreach and Engagement,,0,0,0,0,1,0,0,0
Journal of Hispanic Higher Education,,0,0,0,0,2,0,0,0
Journal of Hohai University,,0,2,0,1,1,1,0,0
Journal of Horticultural Research,,0,1,1,2,0,1,0,0
Journal of Hospital Librarianship,,0,0,2,0,1,0,0,0
Journal of Hospitality Financial Management,,0,0,0,0,3,0,0,0
Journal of Human Ecology,,0,1,3,0,1,0,0,0
Journal of Human Ergology,,0,1,2,0,0,0,0,0
Journal of Human Reproductive Sciences,,0,0,2,0,0,1,0,0
Journal of Human Resources in Hospitality and Tourism,,0,0,1,0,2,0,0,0
Journal of Human Security,,0,0,0,0,4,0,0,0
Journal of Hydrology: New Zealand,,0,1,0,2,0,1,0,0
Journal of Hygienic Engineering and Design,,0,4,1,1,0,0,0,0
Journal of Imagery Research in Sport and Physical Activity,,0,0,3,0,0,0,0,0
Journal of Immunoassay and Immunochemistry,,0,1,3,1,0,1,0,0
Journal of Inborn Errors of Metabolism and Screening,,0,0,2,0,0,1,0,0
Journal of Indian Academy of Forensic Medicine,,0,1,2,0,0,0,0,0
Journal of Indian Academy of Oral Medicine and Radiology,,0,1,2,0,0,0,0,0
Journal of Indian Association of Pediatric Surgeons,,0,1,2,0,0,0,0,0
Journal of Indian Society of Periodontology,,0,0,2,0,0,0,0,0
Journal of Indonesian Islam,,1,0,0,0,0,0,0,0
Journal of Industrial Engineering International,,0,4,0,0,0,0,0,0
"Journal of Infant, Child, and Adolescent Psychotherapy",,0,0,2,0,1,0,0,0
Journal of Infection Prevention,,0,0,3,0,0,1,0,0
Journal of Information and Communication Convergence Engineering,,0,3,0,0,1,1,0,0
Journal of Information Ethics,,1,0,0,0,2,0,0,0
Journal of Information Hiding and Multimedia Signal Processing,,0,3,0,0,0,1,0,0
Journal of Information Literacy,,0,0,0,0,1,0,0,0
Journal of Information Processing,,0,2,0,0,0,1,0,0
Journal of Information Science Theory and Practice,,0,2,0,0,2,1,0,0
Journal of Information Systems and Telecommunication,,0,3,0,0,1,1,0,0
Journal of Information Systems Education,,0,2,0,0,2,0,0,0
Journal of Information Technology Education: Discussion Cases,,0,1,0,0,1,1,0,0
Journal of Information Technology Management,,0,3,0,0,2,1,0,0
Journal of Information Technology Teaching Cases,,0,1,0,0,2,0,0,0
Journal of Injury and Violence Research,,0,0,2,0,0,0,0,0
Journal of innovation in health informatics,,0,2,2,0,0,1,0,0
Journal of Insect Biotechnology and Sericology,,0,2,3,1,0,1,0,0
Journal of Insects as Food and Feed,,0,0,0,2,0,1,0,0
"Journal of Institute of Control, Robotics and Systems",,0,4,0,0,1,1,0,0
Journal of Institutional Research South East Asia,,0,0,0,0,2,0,0,0
Journal of Integrated Circuits and Systems,,0,2,0,0,0,0,0,0
Journal of Integrated Coastal Zone Management,,0,1,0,1,1,2,0,0
Journal of Integrated OMICS,,0,1,3,3,0,2,0,0
Journal of Intellectual Disability - Diagnosis and Treatment,,0,1,3,0,2,1,0,0
Journal of Intellectual Property,,0,0,0,0,2,0,0,0
Journal of Intelligence History,,1,0,0,0,1,0,0,0
Journal of Interactive Learning Research,,0,1,0,0,2,1,0,0
Journal of Intercultural Communication,,1,0,0,0,2,0,0,0
Journal of Intercultural Communication Research,,1,0,0,0,2,0,0,0
Journal of Interdisciplinary Economics,Journal of Interdisciplinary Economics,0,0,0,0,2,0,0,0
"Journal of Interlibrary Loan, Document Delivery and Electronic Reserve",,0,0,0,0,1,0,0,0
Journal of Internal Medicine of Taiwan,,0,1,2,0,0,0,0,0
"Journal of International Accounting, Auditing and Taxation",,0,0,0,0,1,0,0,0
Journal of International Agricultural and Extension Education,,0,0,0,1,0,0,0,0
Journal of International and Comparative Social Policy,,0,0,1,0,3,0,0,0
Journal of International and Global Studies,,2,1,0,0,4,0,0,0
Journal of International Communication,,0,0,0,0,3,0,0,0
Journal of International Dental and Medical Research,,0,1,1,0,0,0,0,0
Journal of International Food and Agribusiness Marketing,,0,0,0,2,1,0,0,0
Journal of International Oral Health,,0,0,1,0,0,0,0,0
Journal of International Peacekeeping,,0,0,1,0,1,0,0,0
Journal of International Pharmaceutical Research,,0,0,2,0,0,0,0,0
Journal of International Studies,,0,0,0,0,4,0,0,0
Journal of International Wildlife Law and Policy,,0,1,0,0,2,1,0,0
Journal of International Women's Studies,,2,0,1,0,1,0,0,0
Journal of Interprofessional Education and Practice,,0,0,0,0,1,0,0,0
Journal of Interventional Radiology,,0,1,2,0,0,0,0,0
Journal of Investigative Dermatology Symposium Proceedings,,0,1,3,1,0,1,0,0
Journal of Investigative Medicine High Impact Case Reports,Journal of Investigative Medicine High Impact Case Reports,0,3,2,0,0,0,0,0
Journal of Iron and Steel Research,,0,2,0,0,0,1,0,0
Journal of Isfahan Medical School,,0,1,2,0,0,0,0,0
"Journal of Islamic Economics, Banking and Finance",,0,0,0,0,2,0,0,0
Journal of Japan Industrial Management Association,,0,4,0,0,1,1,0,0
Journal of Japan Institute of Electronics Packaging,,0,1,0,0,0,0,0,0
Journal of Japanese and Korean Cinema,,2,0,0,0,0,0,0,0
Journal of Japanese Dental Society of Anesthesiology,,0,1,2,0,0,0,0,0
Journal of Japanese Ophthalmological Society,,0,1,2,0,0,0,0,0
Journal of Jilin University Medicine Edition,,0,1,2,0,0,0,0,0
Journal of Kerman University of Medical Sciences,,0,1,3,0,0,0,0,0
Journal of Kermanshah University of Medical Sciences,,0,1,2,0,0,0,0,0
"Journal of King Abdulaziz University, Islamic Economics",,0,0,0,0,1,0,0,0
"Journal of King Abdulaziz University, Marine Science",,0,2,0,0,0,1,0,0
"Journal of King Saud University, Engineering Sciences",,0,3,0,0,0,0,0,0
Journal of Konbin,,0,4,0,0,1,0,0,0
Journal of Korean Academy of Community Health Nursing,,0,0,2,0,0,0,0,0
Journal of Korean Ophthalmological Society,,0,1,2,0,0,0,0,0
Journal of Laboratory Automation,,0,2,3,0,0,0,0,0
Journal of Landscape Ecology,,0,2,0,2,1,0,0,0
Journal of Landscape Ecology(Czech Republic),,0,2,0,2,0,1,0,0
"Journal of Law, Religion and State",,1,0,0,0,3,0,0,0
"Journal of Legal, Ethical and Regulatory Issues",,0,0,0,0,2,0,0,0
Journal of Leukemia and Lymphoma,,0,1,3,1,0,1,0,0
Journal of Library and Information Services in Distance Learning,,0,0,0,0,2,0,0,0
Journal of Library Metadata,,0,0,0,0,1,0,0,0
Journal of Long-Term Effects of Medical Implants,,0,3,2,0,0,0,0,0
Journal of Low Power Electronics and Applications,,0,2,0,0,0,0,0,0
Journal of Lymphoedema,,0,1,3,0,0,0,0,0
Journal of Machine Engineering,,0,3,0,0,0,1,0,0
Journal of Mammalian Ova Research,,0,1,2,2,0,1,0,0
Journal of Management Control,,0,1,0,0,3,0,0,0
Journal of Management Information and Decision Science,,0,2,0,0,2,1,0,0
Journal of Manufacturing Technology Research,,0,3,0,0,0,0,0,0
Journal of Marine and Island Cultures,,2,1,0,1,0,0,0,0
Journal of Marine Environmental Engineering,,0,4,0,0,0,2,0,0
Journal of Maritime Law and Commerce,,0,0,0,0,1,0,0,0
Journal of Maritime Research,,2,1,0,0,0,0,0,0
Journal of Marketing Analytics,,0,0,1,0,1,0,0,0
Journal of Marketing Communications,,0,0,0,0,1,0,0,0
Journal of Mashhad Dental School,,0,0,1,0,0,0,0,0
Journal of Mathematical Modelling and Algorithms in Operations Research,,0,2,0,0,2,2,0,0
Journal of Mathematical Sciences,,0,1,0,0,0,1,0,0
Journal of Mathematical Sciences (Japan),,0,0,0,0,0,1,0,0
Journal of Mathematics of Kyoto University,,0,0,0,0,0,1,0,0
Journal of Mazandaran University of Medical Sciences,,0,1,3,0,0,0,0,0
Journal of Mechanical Engineering,,0,3,0,0,0,0,0,0
Journal of Mechanical Engineering Research and Developments,,0,3,0,0,0,0,0,0
Journal of Media Ethics,Journal of Media Ethics: Exploring Questions of Media Morality,2,0,0,0,1,0,0,0
Journal of Media Law,,0,0,0,0,3,0,0,0
Journal of Media Practice,,0,0,0,0,1,0,0,0
Journal of Medical and Dental Sciences,,0,1,3,0,0,0,0,0
Journal of Medical Case Reports,,0,1,3,1,0,0,0,0
Journal of Medical Engineering,,0,3,3,0,0,0,0,0
Journal of Medical Engineering and Technology,,0,4,3,0,0,0,0,0
Journal of Medical Licensure and Discipline,,0,0,2,0,0,0,0,0
Journal of Medical Marketing,,0,1,3,0,1,0,0,0
Journal of Medical Practice Management,,0,1,3,1,0,0,0,0
Journal of Medical Sciences,,0,1,3,0,0,0,0,0
Journal of Medical Sciences,,0,1,3,0,0,0,0,0
Journal of Medical Sciences (Peshawar),,0,1,3,0,0,0,0,0
Journal of Medical Signals and Sensors,,0,4,3,0,0,1,0,0
Journal of Medicinal Plants,,0,0,3,2,0,1,0,0
Journal of Medicine (Bangladesh),,0,1,3,0,0,0,0,0
Journal of Medicine and Biomedical Research,,0,1,4,0,0,0,0,0
Journal of medicine and life,,0,1,3,0,0,0,0,0
Journal of Mediterranean Earth Sciences,,0,1,0,0,0,1,0,0
Journal of Membrane Science and Research,,0,3,1,2,0,1,0,0
Journal of Microbiology Biotechnology and Food Sciences,"Journal of Microbiology, Biotechnology and Food Sciences",0,2,3,4,0,1,0,0
Journal of Microelectronics and Electronic Packaging,,0,2,0,0,0,0,0,0
"Journal of Microwaves, Optoelectronics and Electromagnetic Applications",,0,3,0,0,0,0,0,0
Journal of Mid-Life Health,,0,1,3,0,0,0,0,0
Journal of Military Ethics,,1,0,0,0,2,0,0,0
Journal of Military Medicine,,0,1,3,0,1,0,0,0
Journal of Mind and Behavior,,2,1,1,0,2,0,0,0
"Journal of Mines, Metals and Fuels",,0,3,0,0,0,1,0,0
Journal of Mobile Multimedia,,0,2,0,0,1,1,0,0
Journal of Modern Jewish Studies,,3,0,0,0,2,0,0,0
Journal of Modern Periodical Studies,,2,0,0,0,0,0,0,0
Journal of Modern Project Management,,0,1,0,0,1,0,0,0
Journal of Molecular Catalysis,,0,1,1,0,0,1,0,0
Journal of Molecular Catalysis B: Enzymatic,,0,3,2,2,0,2,0,0
Journal of Molecular Psychiatry,,0,1,3,0,0,1,0,0
Journal of Molecular Signaling,,0,1,3,3,0,2,0,0
Journal of Morphological Sciences,,0,1,3,1,0,1,0,0
Journal of Motor Learning and Development,,0,1,4,0,1,1,0,0
Journal of Musculoskeletal Research,,0,1,4,0,0,0,0,0
Journal of Muslims in Europe,,2,0,0,0,2,0,0,0
Journal of Namibian Studies,,2,0,0,0,0,0,0,0
Journal of Nano- and Electronic Physics,,0,3,0,0,0,2,0,0
Journal of Nanopharmaceutics and Drug Delivery,,0,2,3,0,0,1,0,0
Journal of Nanotechnology in Engineering and Medicine,,0,5,3,0,0,1,0,0
Journal of Nara Medical Association,,0,1,2,0,0,0,0,0
Journal of National Black Nurses' Association : JNBNA,,0,1,1,0,0,0,0,0
Journal of Nationalism Memory and Language Politics,,3,0,0,0,2,0,0,0
Journal of Natural Disasters,,0,1,0,0,1,1,0,0
Journal of Natural Remedies,,0,0,3,0,0,0,0,0
"Journal of Natural Science, Biology and Medicine",,0,1,3,3,0,2,0,0
Journal of Negative Results in BioMedicine,,0,1,3,0,0,2,0,0
Journal of Neonatal Nursing,,0,0,1,0,0,0,0,0
Journal of Neonatal-Perinatal Medicine,,0,1,2,0,0,0,0,0
Journal of Nepal Health Research Council,,0,1,3,0,0,0,0,0
Journal of Nepal Paediatric Society,,0,0,2,0,0,0,0,0
Journal of Nephropathology,,0,1,2,0,0,0,0,0
Journal of Neurodegenerative Diseases,,0,1,3,0,0,1,0,0
Journal of Neuroendovascular Therapy,,0,1,2,0,0,0,0,0
Journal of Neuromuscular Diseases,,0,1,4,0,0,1,0,0
Journal of New England Water Environment Association,,0,1,0,1,0,2,0,0
Journal of New Zealand and Pacific Studies,,2,0,0,0,1,0,0,0
Journal of Northwest Atlantic Fishery Science,,0,1,0,0,0,1,0,0
"Journal of Numerical Analysis, Industrial and Applied Mathematics",,0,3,0,0,0,2,0,0
Journal of Nursing,,0,0,1,0,0,0,0,0
Journal of Nutrition and Health,,0,1,4,1,0,0,0,0
Journal of Nutrition and Intermediary Metabolism,,0,0,3,3,0,1,0,0
Journal of Nutrition in Gerontology and Geriatrics,,0,0,3,1,0,0,0,0
Journal of Nuts,,0,0,0,1,0,0,0,0
Journal of Ocean and Wind Energy,,0,2,0,1,0,1,0,0
Journal of Ocean Engineering and Marine Energy,,0,3,0,1,0,0,0,0
Journal of Ocean Technology,,0,1,0,0,0,0,0,0
Journal of Open Research Software,,0,2,0,0,0,1,0,0
Journal of Opioid Management,,0,1,3,0,0,0,0,0
Journal of Optical Communications,,0,3,0,0,0,1,0,0
Journal of Optometry,,0,1,2,0,0,1,0,0
Journal of Oral and Maxillofacial Pathology,,0,0,2,0,0,0,0,0
Journal of Oral Biology and Craniofacial Research,,0,0,2,0,0,0,0,0
Journal of Oral Medicine and Oral Surgery,,0,1,2,0,0,0,0,0
Journal of Oral Research,,0,0,1,0,0,0,0,0
Journal of Organisational Transformation & Social Change,,0,0,1,0,4,0,0,0
Journal of Orofacial Sciences,,0,0,1,0,0,0,0,0
Journal of Orthomolecular Medicine,,0,1,2,0,0,0,0,0
Journal of Orthoptera Research,,0,0,0,1,0,1,0,0
