Journal,Humanities,Technology,Medical,Farm,Social,Science,Religion,Arts
geography research forum,0,1,0,0,1,0,0,0
geography teacher,0,1,0,0,1,1,0,0
"geography, environment, sustainability",0,2,0,1,1,2,0,0
geojournal of tourism and geosites,0,2,1,0,1,1,0,0
geologia usp serie cientifica,0,2,0,0,0,1,0,0
geological bulletin of china,0,2,0,0,0,1,0,0
geological research in moravia and silesia,0,2,0,0,0,1,0,0
geological society special publication,0,2,0,1,0,1,0,0
geologie de la france,0,2,0,0,0,2,0,0
geologie und palaeontologie in westfalen,0,2,0,0,0,2,0,0
geology in china,0,2,0,0,0,1,0,0
geomatica,0,2,0,0,1,1,0,0
geomechanik und tunnelbau,0,2,0,0,0,0,0,0
geomorfologiya,0,2,0,0,0,1,0,0
geophysica,0,1,0,0,0,2,0,0
geopolitics of energy,0,1,0,0,2,0,0,0
geopolitics quarterly,1,0,0,0,3,0,0,0
"geopolitics, history, and international relations",1,0,0,0,2,0,0,0
georesj,0,2,0,0,1,0,0,0
georgian medical news,0,1,3,0,0,0,0,0
geoscience in south west england,0,2,0,0,1,1,0,0
geoscience letters,0,2,0,0,1,1,0,0
geotechnical fabrics report,0,4,0,0,0,0,0,0
geotechnical news,0,2,0,0,0,0,0,0
geotectonica et metallogenia,0,2,0,0,0,1,0,0
geotermia,0,1,0,1,0,0,0,0
gephyra,3,1,0,0,1,0,0,0
geriatrics and healthcare,0,0,4,0,0,0,0,0
german historical institute london bulletin,1,0,0,0,1,0,0,0
germano slavica,2,0,0,0,0,0,0,0
germs,0,1,3,0,1,1,0,0
gerokomos,0,0,3,0,0,0,0,0
gerontechnology,0,2,3,0,0,0,0,0
gerontologie et societe,0,0,3,0,1,0,0,0
gestalt,0,0,0,0,1,0,0,0
gestao e producao,0,2,0,0,1,0,0,0
"gesundheitswesen, supplement",0,0,2,0,1,0,0,0
ghana medical journal,0,1,3,0,0,0,0,0
gigiena i sanitariia,0,1,3,1,1,0,0,0
ginecoeu,0,1,2,0,0,1,0,0
ginecologia y obstetricia de mexico,0,1,2,0,0,0,0,0
ginekologia i poloznictwo,0,1,2,0,0,0,0,0
giornale di storia costituzionale,1,0,0,0,3,0,0,0
giornale italiano di farmacia clinica,0,0,3,0,0,0,0,0
giornale italiano di nefrologia,0,1,3,0,0,0,0,0
giornale italiano di psicologia,0,0,0,0,1,0,0,0
gisscience die zeitschrift fur geoinformatik,0,3,0,0,1,0,0,0
gis business,0,2,0,0,1,1,0,0
glasnik sed,2,1,0,0,1,0,0,0
glass international,0,2,0,0,0,0,0,0
global advances in health and medicine,0,1,3,0,0,0,0,0
global and stochastic analysis,0,0,0,0,1,1,0,0
global business and economics review,0,0,0,0,2,0,0,0
global business and organizational excellence,0,0,0,0,1,0,0,0
global discourse,0,0,0,0,3,0,0,0
global journal of comparative law,0,0,0,0,3,0,0,0
global journal of emerging market economies,0,0,1,0,3,0,0,0
global journal of engineering education,0,2,0,0,0,0,0,0
global journal of flexible systems management,0,0,0,0,1,0,0,0
global journal of health science,0,1,3,1,0,0,0,0
global jurist,0,0,0,0,3,0,0,0
global responsibility to protect,0,0,0,0,2,0,0,0
glossae,1,0,0,0,3,0,0,0
glottotheory,1,0,0,0,1,0,0,0
gms german medical science,0,1,3,0,0,0,0,0
gmsarn international journal,0,1,0,1,2,2,0,0
gong cheng li xue engineering mechanics,0,4,0,0,0,0,0,0
gongcheng kexue xuebao chinese journal of engineering,0,4,0,0,0,0,0,0
gongcheng kexue yu jishu advanced engineering science,0,4,0,0,0,0,0,0
gongneng cailiao journal of functional materials,0,4,1,0,0,1,0,0
good society,1,0,0,0,4,0,0,0
govaresh,0,1,2,0,0,0,0,0
govor casopis za fonetiku,1,0,0,0,0,0,0,0
graeco latina brunensia,4,0,0,0,1,0,1,0
graellsia,0,0,0,2,0,1,0,0
graziadio business report,0,0,0,0,1,0,0,0
great plains research,0,1,0,2,1,1,0,0
greek review of social research,0,0,1,0,4,0,0,0
green letters,1,0,0,0,0,0,0,0
gregorianum,2,0,0,0,1,0,1,0
grey journal,0,0,0,0,1,0,0,0
groundwater for sustainable development,0,2,0,1,1,2,0,0
groupwork,0,0,2,0,2,0,0,0
gsa today,0,1,0,0,0,1,0,0
guangdian gongcheng opto electronic engineering,0,2,0,0,0,0,0,0
guangdianzi jiguang journal of optoelectronics laser,0,2,0,0,0,0,0,0
guangxue jingmi gongcheng optics and precision engineering,0,4,0,0,0,1,0,0
guangxue jishu optical technique,0,2,0,0,0,1,0,0
guangxue xuebao acta optica sinica,0,3,0,0,0,1,0,0
gulf of mexico science,0,1,0,0,0,0,0,0
gulhane medical journal,0,1,3,0,0,0,0,0
guocheng gongcheng xuebao the chinese journal of process engineering,0,5,1,1,0,0,0,0
guofang keji daxue xuebao journal of national university of defense technology,0,4,0,0,0,0,0,0
guti dianzixue yanjiu yu jinzhan research & progress of solid state electronics,0,3,0,0,0,0,0,0
guti huojian jishu journal of solid rocket technology,0,2,0,0,0,0,0,0
guti lixue xuebao acta mechanica solida sinica,0,3,0,0,0,0,0,0
gynaecologia et perinatologia,0,1,2,0,0,0,0,0
gynakologie für hausarzte,0,1,2,0,0,0,0,0
gynakologische praxis,0,1,2,0,0,0,0,0
gyroscopy and navigation,0,4,0,0,1,0,0,0
h and v news,0,1,0,0,0,0,0,0
hacquetia,0,0,1,2,0,1,0,0
haiyang xuebao,0,1,0,0,0,1,0,0
halduskultuur,0,0,0,0,2,0,0,0
halteres,0,0,0,2,1,1,0,0
hamdard islamicus,1,0,0,0,1,0,0,0
hand,0,1,2,0,0,0,0,0
hangkong cailiao xuebao journal of aeronautical materials,0,2,0,0,0,0,0,0
hangkong dongli xuebao journal of aerospace power,0,1,0,0,0,0,0,0
hangkong xuebao acta aeronautica et astronautica sinica,0,0,0,0,0,1,0,0
hanjie xuebao transactions of the china welding institution,0,3,0,0,0,0,0,0
hanneng cailiao chinese journal of energetic materials,0,4,0,2,0,0,0,0
harbin gongcheng daxue xuebao journal of harbin engineering university,0,4,0,1,1,0,0,0
harbin gongye daxue xuebao journal of harbin institute of technology,0,4,0,0,0,0,0,0
hardwarex,0,6,0,0,0,0,0,0
harefuah,0,1,3,0,0,0,0,0
hart's e and p,0,1,0,0,0,1,0,0
harvard dental bulletin,0,1,3,0,0,0,0,0
harvard design magazine,2,1,0,0,0,0,0,0
harvard health letter from harvard medical school,0,1,3,0,0,0,0,0
harvard heart letter from harvard medical school,0,1,3,0,0,0,0,0
harvard international review,1,2,0,0,3,0,0,0
harvard men's health watch,0,1,3,0,0,0,0,0
harvard papers in botany,0,0,1,1,0,1,0,0
harvard women's health watch,0,1,3,0,0,0,0,0
haut,0,0,2,0,0,0,0,0
hawaii dental association journal,0,1,2,0,0,0,0,0
hawai'i journal of medicine & public health a journal of asia pacific medicine & public health,0,1,2,0,0,0,0,0
hayat,0,0,1,0,0,0,0,0
hayati journal of biosciences,0,1,2,2,0,1,0,0
he jishu nuclear techniques,0,2,0,0,0,1,0,0
health after 50 with scientific american consumer health,0,1,2,0,0,0,0,0
health and justice,0,0,2,0,3,0,0,0
health and social care chaplaincy,0,0,1,0,1,0,1,0
health care,0,0,2,0,0,0,0,0
health data management,0,1,2,0,0,0,0,0
health estate,0,1,3,0,0,0,0,0
health facilities management,0,1,3,0,0,0,0,0
health law in canada,0,0,2,0,0,0,0,0
health management technology,0,1,3,0,0,0,0,0
health marketing quarterly,0,0,2,0,1,0,0,0
"health matrix (cleveland, ohio 1991)",0,1,3,0,0,0,0,0
health progress,0,1,3,0,0,0,0,0
health psychology open,0,0,3,0,1,0,0,0
health risk analysis,0,1,2,0,1,0,0,0
health systems in transition,0,1,2,0,0,0,0,0
healthcare executive,0,0,2,0,0,0,0,0
healthcare financial management,0,0,2,0,0,0,0,0
healthcare management forum,0,0,1,0,0,0,0,0
healthcare policy,0,0,3,0,1,0,0,0
"healthcare quarterly (toronto, ont)",0,1,2,0,0,0,0,0
healthcarepapers,0,1,3,0,1,0,0,0
hearing journal,0,1,2,0,1,0,0,0
heart advisor the cleveland clinic,0,1,3,0,0,0,0,0
heart and metabolism,0,1,2,1,0,1,0,0
heartrhythm case reports,0,1,2,0,0,0,0,0
hebrew studies,3,0,0,0,1,0,1,0
hecheng shuzhi ji suliao china synthetic resin and plastics,0,3,0,0,0,0,0,0
hedianzixue yu tance jishu nuclear electronics and detection technology,0,2,0,0,0,2,0,0
hedongli gongcheng nuclear power engineering,0,2,0,0,0,0,0,0
hegel jahrbuch,1,0,0,0,0,0,0,0
he huaxue yu fangshe huaxue journal of nuclear and radiochemistry,0,2,1,1,0,1,0,0
hejubian yu dengliziti wuli nuclear fusion and plasma physics,0,2,0,0,0,1,0,0
helia,0,0,0,1,0,0,0,0
hellenic journal of psychology,0,0,0,0,1,0,0,0
hellenic plant protection journal,0,0,1,1,0,0,0,0
hematologia,0,1,3,0,0,1,0,0
hematology (bulgaria),0,1,3,0,0,0,0,0
"hematology, transfusion and cell therapy",0,1,3,0,0,1,0,0
hematology oncology and stem cell therapy,0,1,3,1,0,1,0,0
hepatitis research and treatment,0,1,2,0,0,0,0,0
hepato gastro and oncologie digestive,0,1,2,0,0,1,0,0
"herald of the bauman moscow state technical university, series natural sciences",0,4,0,1,0,3,0,0
herba polonica,0,0,3,3,0,1,0,0
hermes (denmark),2,0,0,0,0,0,0,0
herodote,0,0,0,0,1,0,0,0
heron,0,5,0,0,0,1,0,0
herpetological bulletin,0,0,0,1,0,1,0,0
herpetological review,0,0,0,2,0,1,0,0
herpetology notes,0,0,0,1,0,1,0,0
herzschrittmachertherapie und elektrophysiologie,0,1,2,0,0,0,0,0
high technology letters,0,5,2,1,1,3,0,0
high temperature material processes,0,5,0,0,0,2,0,0
high throughput,0,3,3,0,0,2,0,0
highways,0,3,0,0,0,0,0,0
hikma,1,0,0,0,0,0,0,0
himalaya,1,0,1,0,2,0,0,0
"hindsight (saint louis, mo)",0,1,1,0,0,0,0,0
hipertension y riesgo vascular,0,1,2,0,0,0,0,0
hirosaki medical journal,0,1,3,1,0,0,0,0
hiroshima journal of medical sciences,0,1,3,1,0,0,0,0
hispania antiqua,2,0,0,0,1,0,0,0
hispanic health care international,0,0,1,0,0,0,0,0
histoire de l'education,2,0,0,0,0,0,0,0
histoire des sciences medicales,0,1,2,0,0,0,0,0
histoire epistemologie langage,2,0,0,0,0,0,0,0
histoire et mesure,1,0,0,0,0,0,0,0
histoire et societes rurales,2,0,0,0,2,0,0,0
histoire medievale et archeologie,2,1,0,0,0,0,0,0
histoire urbaine,2,2,0,0,2,0,0,0
historein,1,0,0,0,0,0,0,0
historia,3,0,0,0,0,0,0,0
historia 396,1,0,0,0,0,0,1,0
historia contemporanea,1,0,0,0,0,0,0,0
historia da educacao,0,0,0,0,2,0,0,0
historia del presente,1,0,0,0,0,0,0,0
historia scientiarum international journal of the history of science society of japan,2,0,0,0,0,0,0,0
historia urbana,1,1,0,0,1,0,0,0
historiallinen aikakauskirja,1,0,0,0,0,0,0,0
historicka demografie,1,0,1,0,2,0,0,0
historische sprachforschung,1,0,0,0,0,0,0,0
historisk tidskrift for finland,1,0,0,0,0,0,0,0
history australia,1,0,0,0,0,0,0,0
history in africa,2,0,0,0,1,0,0,0
history of medicine,2,1,3,0,0,0,0,0
history of philosophy quarterly,1,0,0,0,0,0,0,0
hiv infection and immunosuppressive disorders,0,1,3,0,0,1,0,0
hiv nursing,0,0,1,0,0,0,0,0
hokkaido journal of medical science,0,1,3,0,0,0,0,0
hokkaido journal of orthopaedics and traumatology,0,1,2,0,0,0,0,0
home healthcare now,0,1,2,0,0,0,0,0
home textiles today,0,1,0,0,0,1,0,0
homeland security affairs,0,0,0,0,3,0,0,0
homme,3,0,0,0,2,0,0,0
homme et la societe,0,0,1,0,1,0,0,0
honeyguide,0,0,0,2,0,1,0,0
hong kong journal of nephrology,0,1,2,0,0,0,0,0
hong kong journal of social sciences,0,0,1,0,3,0,0,0
hong kong practitioner,0,0,2,0,0,0,0,0
horizontes antropologicos,1,0,0,0,0,0,0,0
hornero,0,0,0,0,0,1,0,0
hortus artium mediaevalium,3,0,0,0,0,0,0,0
hospital case management the monthly update on hospital based care planning and critical paths,0,1,2,0,0,0,0,0
hospital chronicles,0,1,3,0,0,0,0,0
hospital infection control,0,0,2,0,0,1,0,0
hospital pediatrics,0,1,3,0,0,0,0,0
hospital peer review,0,1,3,0,0,0,0,0
hospital practice (1995),0,1,3,0,0,0,0,0
hospital topics,0,1,2,0,0,0,0,0
hospitals and health networks,0,1,3,0,0,0,0,0
hotel management,0,0,0,0,2,0,0,0
housing and society,0,2,0,0,4,0,0,0
howard journal of crime and justice,0,0,0,0,2,0,0,0
hpb surgery,0,1,2,0,0,0,0,0
hrvatska revija za rehabilitacijska istrazivanja,0,1,1,0,0,0,0,0
hrvatski meteoroloski casopis croatian meteorological journal,0,1,0,0,0,1,0,0
hse economic journal,0,0,0,0,2,0,0,0
hsi an chiao tung ta hsueh journal of xi'an jiaotong university,0,3,0,0,0,0,0,0
hss journal,0,1,2,0,0,0,0,0
hua xi kou qiang yi xue za zhi = huaxi kouqiang yixue zazhi = west china journal of stomatology,0,1,2,0,0,0,0,0
huadong ligong daxue xuebao journal of east china university of science and technology,0,5,1,0,0,1,0,0
huagong jinzhan chemical industry and engineering progress,0,3,0,0,0,0,0,0
huagong xuebao ciesc journal,0,2,1,1,0,0,0,0
huanan ligong daxue xuebao journal of south china university of technology (natural science),0,4,0,0,0,0,0,0
huanjing kexue xuebao acta scientiae circumstantiae,0,0,0,1,0,0,0,0
huanjing kexue environmental science,0,2,0,1,0,2,0,0
huaxue fanying gongcheng yu gongyi chemical reaction engineering and technology,0,2,1,1,0,0,0,0
huaxue gongcheng chemical engineering,0,2,1,0,0,0,0,0
huazhong keji daxue xuebao (ziran kexue ban) journal of huazhong university of science and technology (natural science edition),0,1,0,0,0,0,0,0
huisarts en wetenschap,0,0,2,0,0,0,0,0
human and veterinary medicine,0,1,3,2,0,0,0,0
human antibodies,0,1,3,0,0,1,0,0
human ecology (russian federation),0,1,2,1,2,1,0,0
human evolution,1,0,1,0,0,1,0,0
human genome variation,0,1,3,1,0,2,0,0
human geographies,0,1,0,0,1,0,0,0
human it,0,2,0,0,1,0,0,0
human microbiome journal,0,0,3,0,0,1,0,0
human movement,0,1,4,0,0,1,0,0
human pathology case reports,0,0,2,0,0,0,0,0
human physiology,0,1,4,1,0,1,0,0
human resource management international digest,0,0,0,0,1,0,0,0
human technology,0,2,0,0,2,0,0,0
humanistic psychologist,0,0,1,0,1,0,0,0
humanities diliman,3,0,0,0,1,0,0,0
humans and nature,0,1,0,1,0,1,0,0
humboldt journal of social relations,0,0,0,0,2,0,0,0
hunan daxue xuebao journal of hunan university natural sciences,0,4,2,1,2,3,0,0
hungarian geographical bulletin,0,2,0,0,1,1,0,0
hungarian journal of legal studies,0,0,0,0,2,0,0,0
hungarian studies,4,0,1,0,3,0,0,0
huozhayao xuebao chinese journal of explosives and propellants,0,1,0,1,0,0,0,0
hupo kexue journal of lake sciences,0,2,0,1,0,1,0,0
hydrobiological journal,0,1,0,2,0,2,0,0
hydroecologie appliquee,0,1,0,1,0,2,0,0
hydrology,0,2,0,1,0,1,0,0
hygiea internationalis,1,0,2,0,0,0,0,0
hygiene + medizin,0,0,2,0,0,0,0,0
hyperboreus,2,0,0,0,0,0,0,0
hyperfine interactions,0,3,0,1,0,1,0,0
iaeng international journal of applied mathematics,0,2,0,0,0,1,0,0
iaeng international journal of computer science,0,2,0,0,0,1,0,0
iarc monographs on the evaluation of carcinogenic risks to humans,0,1,3,1,0,1,0,0
iavi report newsletter on international aids vaccine research,0,1,3,0,0,0,0,0
iberoamerica (russian federation),0,0,0,0,1,0,0,0
ibro reports,0,1,3,0,0,1,0,0
icic express letters,0,4,0,0,1,1,0,0
"icic express letters, part b applications",0,2,0,0,0,1,0,0
"icon (london, england)",1,0,0,0,0,0,0,0
icon news,1,3,0,0,0,0,0,0
ideology and politics journal,0,0,0,0,3,0,0,0
idesia,0,0,0,2,0,1,0,0
ieee electromagnetic compatibility magazine,0,3,0,0,0,1,0,0
ieee engineering management review,0,0,0,0,1,0,0,0
ieee international conference on rehabilitation robotics,0,3,1,0,0,0,0,0
ieee potentials,0,2,0,0,3,0,0,0
ieee power and energy technology systems journal,0,3,0,0,0,1,0,0
ieee reviews in biomedical engineering,0,5,1,0,0,0,0,0
"ieee transactions on molecular, biological, and multi scale communications",0,2,2,2,0,1,0,0
ieee osa journal of display technology,0,4,0,0,0,0,0,0
"ieej transactions on electronics, information and systems",0,3,0,0,0,0,0,0
ieej transactions on fundamentals and materials,0,3,0,0,0,0,0,0
ieej transactions on industry applications,0,4,0,0,0,0,0,0
ieej transactions on power and energy,0,3,0,0,0,1,0,0
ieej transactions on sensors and micromachines,0,4,0,0,0,0,0,0
ieie transactions on smart processing and computing,0,3,0,0,0,0,0,0
ifac papersonline,0,4,0,0,1,0,0,0
ifrf combustion journal,0,3,0,1,0,1,0,0
igaku butsuri nihon igaku butsuri gakkai kikanshi = japanese journal of medical physics an official journal of japan society of medical physics,0,1,2,0,0,1,0,0
igiene e sanita pubblica,0,1,2,0,0,0,0,0
iise transactions on healthcare systems engineering,0,4,2,0,0,0,0,0
ikala,2,0,0,0,0,0,0,0
ikonomicheski izsledvania,0,0,0,0,1,0,0,0
illes i imperis,1,0,0,0,0,0,0,0
illinois journal of mathematics,0,0,0,0,0,1,0,0
illness crisis and loss,1,0,2,0,0,0,0,0
iluminace,3,0,0,0,0,0,0,0
imaginaire et inconscient,0,0,0,0,1,0,0,0
immunohematology,0,1,3,0,0,0,0,0
immunological medicine,0,1,3,0,0,1,0,0
immunologiya,0,1,3,0,0,1,0,0
immunology and immunogenetics insights,0,1,3,0,0,1,0,0
"immunology, endocrine and metabolic agents in medicinal chemistry",0,1,3,1,0,1,0,0
imprint,0,1,1,0,0,0,0,0
in silico biology,0,2,3,2,0,2,0,0
incas bulletin,0,2,0,0,0,0,0,0
incontri linguistici,1,0,0,0,0,0,0,0
index de enfermeria,1,0,2,0,0,0,0,0
indian drugs,0,0,3,0,0,0,0,0
indian heart journal,0,1,2,0,0,0,0,0
indian journal of agricultural biochemistry,0,0,1,3,0,0,0,0
indian journal of agricultural economics,0,1,0,0,2,0,0,0
indian journal of agricultural research,0,0,0,2,0,0,0,0
indian journal of agronomy,0,0,0,1,0,0,0,0
indian journal of corporate governance,0,0,0,0,2,0,0,0
indian journal of dental research,0,1,3,0,0,0,0,0
indian journal of ecology,0,1,0,3,1,1,0,0
indian journal of endocrinology and metabolism,0,1,3,0,0,1,0,0
indian journal of environmental protection,0,2,0,1,0,2,0,0
indian journal of finance,0,0,0,0,1,0,0,0
indian journal of forensic medicine and pathology,0,1,2,1,0,0,0,0
indian journal of forensic medicine and toxicology,0,1,3,0,1,0,0,0
indian journal of geosciences,0,2,0,0,1,1,0,0
indian journal of labour economics,0,0,0,0,1,0,0,0
indian journal of leprosy,0,0,3,0,0,0,0,0
indian journal of marketing,0,0,0,0,1,0,0,0
indian journal of mathematics,0,0,0,0,0,1,0,0
indian journal of medical ethics,0,0,3,0,0,0,0,0
"indian journal of medical research, supplement",0,1,3,2,0,1,0,0
indian journal of medical sciences,0,1,3,0,0,0,0,0
indian journal of nematology,0,0,1,2,0,1,0,0
indian journal of novel drug delivery,0,1,2,0,0,0,0,0
indian journal of physiology and pharmacology,0,1,3,1,0,1,0,0
indian journal of physiotherapy and occupational therapy,0,1,3,0,0,0,0,0
indian journal of plant physiology,0,0,1,1,0,1,0,0
indian journal of practical pediatrics,0,0,2,0,0,0,0,0
indian journal of public health research and development,0,0,3,0,0,0,0,0
indian journal of radio and space physics,0,1,0,0,0,2,0,0
indian journal of sexually transmitted diseases,0,0,3,0,0,0,0,0
indian journal of social work,0,0,1,0,2,0,0,0
indian journal of transplantation,0,1,2,0,0,0,0,0
indian journal of tuberculosis,0,0,2,0,0,0,0,0
indian pacing and electrophysiology journal,0,1,2,0,0,0,0,0
indian phytopathology,0,0,1,1,0,1,0,0
indian veterinary journal,0,0,0,2,0,0,0,0
indiana journal of global legal studies,0,0,0,0,2,0,0,0
indonesian journal of applied linguistics,1,0,0,0,0,0,0,0
indonesian journal of electrical engineering and computer science,0,3,0,0,0,1,0,0
indonesian journal of electrical engineering and informatics,0,3,0,0,1,1,0,0
indonesian journal of geography,0,1,0,0,1,0,0,0
indonesian journal of islam and muslim societies,1,0,0,0,1,0,0,0
industria,0,1,0,0,1,0,0,0
industrial biotechnology,0,3,2,2,0,1,0,0
industrie alimentari,0,2,0,2,0,0,0,0
industrielle beziehungen,0,1,0,0,1,0,0,0
infant,0,0,2,0,0,0,0,0
infant observation,0,0,1,0,0,0,0,0
infectio,0,0,3,0,0,1,0,0
infection ecology and epidemiology,0,1,2,0,0,1,0,0
infectious diseases in obstetrics and gynecology,0,1,3,0,0,1,0,0
infectious disorders drug targets,0,1,3,2,0,1,0,0
infektoloski glasnik,0,1,3,0,0,0,0,0
infektsionnye bolezni,0,1,3,0,0,0,0,0
influenza research and treatment,0,1,3,0,0,1,0,0
informacion tecnologica,0,5,1,0,1,2,0,0
"informacion, cultura y sociedad",0,0,0,0,2,0,0,0
informatics in medicine unlocked,0,2,2,0,0,1,0,0
informatika i ee primeneniya,0,1,0,0,0,1,0,0
informatik spektrum,0,1,0,0,0,1,0,0
information and control,0,3,0,0,2,2,0,0
information bulletin on variable stars,0,0,0,0,0,1,0,0
information design journal,0,0,0,0,1,0,0,0
information display,0,3,0,0,0,0,0,0
information grammaticale,1,0,0,0,0,0,0,0
information polity,0,0,0,0,3,1,0,0
information processing in agriculture,0,3,0,2,0,0,0,0
information psychiatrique,0,0,2,0,0,0,0,0
information services and use,0,2,0,0,2,1,0,0
informatologia,0,0,0,0,2,0,0,0
informing science,0,0,0,0,2,0,0,0
infrared and laser engineering,0,3,0,0,0,2,0,0
ingegneria ferroviaria,0,2,0,0,0,0,0,0
ingeniare,0,3,0,0,0,0,0,0
ingenieria y universidad,0,3,0,0,0,0,0,0
ingenierie des systemes d'information,0,1,0,0,1,1,0,0
injury epidemiology,0,1,3,0,0,0,0,0
innovar,0,0,0,0,3,0,0,0
innovation and development,1,2,0,0,4,0,0,0
innovation journal,0,0,0,0,1,0,0,0
innovations,0,0,0,0,2,0,0,0
innovations in clinical neuroscience,0,1,3,0,0,0,0,0
inorganic materials applied research,0,6,0,0,0,1,0,0
insecta matsumurana,0,0,0,1,0,1,0,0
insight journal of the american society of ophthalmic registered nurses,0,1,1,0,0,0,0,0
institutions and economies,0,0,0,0,2,0,0,0
instructional course lectures,0,0,2,0,0,0,0,0
instrumentation mesure metrologie,0,5,0,0,0,2,0,0
integrated ocean drilling program preliminary reports,0,2,0,0,0,1,0,0
integration of education,0,0,0,0,1,0,0,0
integrative medicine,0,1,2,0,0,0,0,0
integrative medicine alert,0,1,2,0,0,0,0,0
inteligencia artificial,0,1,0,0,0,1,0,0
intellectual history review,2,0,0,0,0,0,0,0
intensiv und notfallbehandlung,0,1,2,0,0,0,0,0
inter bloc,0,1,2,0,0,0,0,0
interceram international ceramic review,0,5,0,1,0,1,0,0
interchange,1,0,1,0,2,0,0,0
interdisciplinaria,0,0,0,0,1,0,0,0
interdisciplinaria archaeologica,1,1,0,0,0,0,0,0
"interdisciplinary journal of information, knowledge, and management",0,2,0,0,2,1,0,0
interdisciplinary perspectives on infectious diseases,0,1,3,0,0,1,0,0
interdisciplinary topics in gerontology and geriatrics,0,1,3,0,0,0,0,0
interdisciplinary toxicology,0,0,3,3,0,2,0,0
intereconomics,0,0,1,0,0,0,0,0
international agricultural engineering journal,0,2,0,2,0,0,0,0
international aquatic research,0,1,0,1,0,0,0,0
international biomechanics,0,3,4,0,0,0,0,0
international bulletin of missionary research,1,0,0,0,1,0,1,0
international commentary on evidence,0,0,0,0,1,0,0,0
international conference on geoinformatics,0,4,0,0,1,0,0,0
international economic journal,0,0,0,0,2,0,0,0
international economics,0,0,0,0,2,0,0,0
international economics and economic policy,0,0,0,0,1,0,0,0
international electronic journal of elementary education,0,0,0,0,1,0,0,0
international electronic journal of mathematics education,0,0,0,0,1,1,0,0
international eye science,0,1,2,0,0,0,0,0
international human rights law review,0,0,0,0,4,0,0,0
international information and library review,0,0,0,0,2,0,0,0
international journal bioautomation,0,1,2,1,0,1,0,0
international journal for court administration,0,0,0,0,1,0,0,0
international journal for engineering modelling,0,7,0,0,0,1,0,0
international journal for housing science and its applications,0,4,0,0,0,0,0,0
international journal for simulation and multidisciplinary design optimization,0,5,0,0,0,1,0,0
international journal for the advancement of counselling,0,0,1,0,0,0,0,0
international journal of abrasive technology,0,4,0,0,0,1,0,0
"international journal of accounting, auditing and performance evaluation",0,0,0,0,2,0,0,0
international journal of action research,0,0,0,0,4,0,0,0
international journal of adolescent medicine and health,0,1,3,0,0,0,0,0
"international journal of adult, community and professional learning",0,0,0,0,1,0,0,0
international journal of advanced computer research,0,2,0,0,0,1,0,0
international journal of advanced intelligence paradigms,0,4,0,0,0,0,0,0
international journal of advanced mechatronic systems,0,5,0,0,0,0,0,0
international journal of advanced media and communication,1,0,0,0,2,0,0,0
international journal of advanced operations management,0,2,0,0,1,0,0,0
international journal of advanced science and technology,0,5,0,0,0,2,0,0
international journal of advanced structural engineering,0,4,0,0,0,0,0,0
international journal of advances in soft computing and its applications,0,2,0,0,0,1,0,0
international journal of africa nursing sciences,0,0,1,0,0,0,0,0
international journal of ageing and later life,1,0,2,1,1,0,0,0
international journal of agile systems and management,0,6,0,0,1,1,0,0
international journal of agricultural management,0,0,0,2,3,0,0,0
"international journal of agricultural resources, governance and ecology",0,0,0,1,1,0,0,0
international journal of alzheimer's disease,0,1,3,0,0,1,0,0
international journal of applied cryptography,0,1,0,0,0,1,0,0
international journal of applied decision sciences,0,1,0,0,3,1,0,0
international journal of applied management science,0,0,0,0,1,0,0,0
international journal of applied mathematics,0,1,0,0,0,1,0,0
international journal of applied mechanics and engineering,0,5,0,0,2,0,0,0
international journal of applied pharmaceutics,0,0,1,0,0,1,0,0
international journal of applied science and engineering,0,6,1,2,0,4,0,0
international journal of applied systemic studies,0,4,0,0,1,1,0,0
international journal of aquatic research and education,0,1,0,1,0,0,0,0
international journal of arabic english studies,3,0,0,0,1,0,0,0
"international journal of architectonic, spatial, and environmental design",1,1,0,0,1,0,0,0
international journal of art therapy,0,1,2,0,2,0,0,0
international journal of artificial intelligence,0,3,0,0,0,1,0,0
international journal of assessment and evaluation,0,0,0,0,2,0,0,0
international journal of automation and smart technology,0,5,0,0,0,1,0,0
international journal of automation technology,0,6,0,0,0,0,0,0
international journal of automotive engineering,0,5,0,0,1,0,0,0
international journal of automotive technology and management,0,4,0,0,0,0,0,0
international journal of autonomous and adaptive communications systems,0,3,0,0,0,1,0,0
international journal of aviation psychology,0,2,1,0,2,0,0,0
"international journal of banking, accounting and finance",0,0,0,0,2,0,0,0
"international journal of biodiversity science, ecosystems services and management",0,2,0,2,0,1,0,0
international journal of bioinformatics research and applications,0,3,2,0,0,1,0,0
international journal of biology and biomedical engineering,0,4,2,2,0,2,0,0
international journal of biotechnology,0,4,2,2,0,2,0,0
international journal of botany,0,0,1,1,0,1,0,0
international journal of business and globalisation,0,0,0,0,2,0,0,0
international journal of business and management science,0,0,0,0,1,0,0,0
international journal of business and systems research,0,0,0,0,1,0,0,0
international journal of business excellence,0,0,0,0,1,0,0,0
international journal of business governance and ethics,0,0,0,0,1,0,0,0
international journal of business information systems,0,1,0,0,2,1,0,0
international journal of business innovation and research,0,0,0,0,1,0,0,0
international journal of business intelligence and data mining,0,1,0,0,3,1,0,0
international journal of business performance and supply chain modelling,0,2,0,0,1,0,0,0
international journal of business process integration and management,0,2,0,0,1,0,0,0
